sentid	pairid	comparison	sentence	ROI	verb	semantic	semantic_class_detailed
7253	3627	expected	Mary punished Sarah because she	4	punished	Activity	AgEvo
7254	3627	unexpected	Mary punished John because she	4	punished	Activity	AgEvo
7255	3628	expected	Mary punished Sarah because she	4	punished	Activity	AgEvo
7256	3628	unexpected	Mary punished David because she	4	punished	Activity	AgEvo
7257	3629	expected	Sarah punished John because he	4	punished	Activity	AgEvo
7258	3629	unexpected	Sarah punished Mary because he	4	punished	Activity	AgEvo
7259	3630	expected	Sarah punished David because he	4	punished	Activity	AgEvo
7260	3630	unexpected	Sarah punished Mary because he	4	punished	Activity	AgEvo
7261	3631	expected	Sarah punished Mary because she	4	punished	Activity	AgEvo
7262	3631	unexpected	Sarah punished John because she	4	punished	Activity	AgEvo
7263	3632	expected	Sarah punished Mary because she	4	punished	Activity	AgEvo
7264	3632	unexpected	Sarah punished David because she	4	punished	Activity	AgEvo
7265	3633	expected	John pursued David because he	4	pursued	Activity	AgP
7266	3633	unexpected	Mary pursued David because he	4	pursued	Activity	AgP
7267	3634	expected	John pursued David because he	4	pursued	Activity	AgP
7268	3634	unexpected	Sarah pursued David because he	4	pursued	Activity	AgP
7269	3635	expected	John pursued Mary because he	4	pursued	Activity	AgP
7270	3635	unexpected	Sarah pursued Mary because he	4	pursued	Activity	AgP
7271	3636	expected	John pursued Sarah because he	4	pursued	Activity	AgP
7272	3636	unexpected	Mary pursued Sarah because he	4	pursued	Activity	AgP
7273	3637	expected	David pursued John because he	4	pursued	Activity	AgP
7274	3637	unexpected	Mary pursued John because he	4	pursued	Activity	AgP
7275	3638	expected	David pursued John because he	4	pursued	Activity	AgP
7276	3638	unexpected	Sarah pursued John because he	4	pursued	Activity	AgP
7277	3639	expected	David pursued Mary because he	4	pursued	Activity	AgP
7278	3639	unexpected	Sarah pursued Mary because he	4	pursued	Activity	AgP
7279	3640	expected	David pursued Sarah because he	4	pursued	Activity	AgP
7280	3640	unexpected	Mary pursued Sarah because he	4	pursued	Activity	AgP
7281	3641	expected	Mary pursued John because she	4	pursued	Activity	AgP
7282	3641	unexpected	David pursued John because she	4	pursued	Activity	AgP
7283	3642	expected	Mary pursued David because she	4	pursued	Activity	AgP
7284	3642	unexpected	John pursued David because she	4	pursued	Activity	AgP
7285	3643	expected	Mary pursued Sarah because she	4	pursued	Activity	AgP
7286	3643	unexpected	John pursued Sarah because she	4	pursued	Activity	AgP
7287	3644	expected	Mary pursued Sarah because she	4	pursued	Activity	AgP
7288	3644	unexpected	David pursued Sarah because she	4	pursued	Activity	AgP
7289	3645	expected	Sarah pursued John because she	4	pursued	Activity	AgP
7290	3645	unexpected	David pursued John because she	4	pursued	Activity	AgP
7291	3646	expected	Sarah pursued David because she	4	pursued	Activity	AgP
7292	3646	unexpected	John pursued David because she	4	pursued	Activity	AgP
7293	3647	expected	Sarah pursued Mary because she	4	pursued	Activity	AgP
7294	3647	unexpected	John pursued Mary because she	4	pursued	Activity	AgP
7295	3648	expected	Sarah pursued Mary because she	4	pursued	Activity	AgP
7296	3648	unexpected	David pursued Mary because she	4	pursued	Activity	AgP
7297	3649	expected	John questioned David because he	4	questioned	Activity	AgP
7298	3649	unexpected	Mary questioned David because he	4	questioned	Activity	AgP
7299	3650	expected	John questioned David because he	4	questioned	Activity	AgP
7300	3650	unexpected	Sarah questioned David because he	4	questioned	Activity	AgP
7301	3651	expected	John questioned Mary because he	4	questioned	Activity	AgP
7302	3651	unexpected	Sarah questioned Mary because he	4	questioned	Activity	AgP
7303	3652	expected	John questioned Sarah because he	4	questioned	Activity	AgP
7304	3652	unexpected	Mary questioned Sarah because he	4	questioned	Activity	AgP
7305	3653	expected	David questioned John because he	4	questioned	Activity	AgP
7306	3653	unexpected	Mary questioned John because he	4	questioned	Activity	AgP
7307	3654	expected	David questioned John because he	4	questioned	Activity	AgP
7308	3654	unexpected	Sarah questioned John because he	4	questioned	Activity	AgP
7309	3655	expected	David questioned Mary because he	4	questioned	Activity	AgP
7310	3655	unexpected	Sarah questioned Mary because he	4	questioned	Activity	AgP
7311	3656	expected	David questioned Sarah because he	4	questioned	Activity	AgP
7312	3656	unexpected	Mary questioned Sarah because he	4	questioned	Activity	AgP
7313	3657	expected	Mary questioned John because she	4	questioned	Activity	AgP
7314	3657	unexpected	David questioned John because she	4	questioned	Activity	AgP
7315	3658	expected	Mary questioned David because she	4	questioned	Activity	AgP
7316	3658	unexpected	John questioned David because she	4	questioned	Activity	AgP
7317	3659	expected	Mary questioned Sarah because she	4	questioned	Activity	AgP
7318	3659	unexpected	John questioned Sarah because she	4	questioned	Activity	AgP
7319	3660	expected	Mary questioned Sarah because she	4	questioned	Activity	AgP
7320	3660	unexpected	David questioned Sarah because she	4	questioned	Activity	AgP
7321	3661	expected	Sarah questioned John because she	4	questioned	Activity	AgP
7322	3661	unexpected	David questioned John because she	4	questioned	Activity	AgP
7323	3662	expected	Sarah questioned David because she	4	questioned	Activity	AgP
7324	3662	unexpected	John questioned David because she	4	questioned	Activity	AgP
7325	3663	expected	Sarah questioned Mary because she	4	questioned	Activity	AgP
7326	3663	unexpected	John questioned Mary because she	4	questioned	Activity	AgP
7327	3664	expected	Sarah questioned Mary because she	4	questioned	Activity	AgP
7328	3664	unexpected	David questioned Mary because she	4	questioned	Activity	AgP
7329	3665	expected	John reassured David because he	4	reassured	Psychological	StimExp
7330	3665	unexpected	Mary reassured David because he	4	reassured	Psychological	StimExp
7331	3666	expected	John reassured David because he	4	reassured	Psychological	StimExp
7332	3666	unexpected	Sarah reassured David because he	4	reassured	Psychological	StimExp
7333	3667	expected	John reassured Mary because he	4	reassured	Psychological	StimExp
7334	3667	unexpected	Sarah reassured Mary because he	4	reassured	Psychological	StimExp
7335	3668	expected	John reassured Sarah because he	4	reassured	Psychological	StimExp
7336	3668	unexpected	Mary reassured Sarah because he	4	reassured	Psychological	StimExp
7337	3669	expected	David reassured John because he	4	reassured	Psychological	StimExp
7338	3669	unexpected	Mary reassured John because he	4	reassured	Psychological	StimExp
7339	3670	expected	David reassured John because he	4	reassured	Psychological	StimExp
7340	3670	unexpected	Sarah reassured John because he	4	reassured	Psychological	StimExp
7341	3671	expected	David reassured Mary because he	4	reassured	Psychological	StimExp
7342	3671	unexpected	Sarah reassured Mary because he	4	reassured	Psychological	StimExp
7343	3672	expected	David reassured Sarah because he	4	reassured	Psychological	StimExp
7344	3672	unexpected	Mary reassured Sarah because he	4	reassured	Psychological	StimExp
7345	3673	expected	Mary reassured John because she	4	reassured	Psychological	StimExp
7346	3673	unexpected	David reassured John because she	4	reassured	Psychological	StimExp
7347	3674	expected	Mary reassured David because she	4	reassured	Psychological	StimExp
7348	3674	unexpected	John reassured David because she	4	reassured	Psychological	StimExp
7349	3675	expected	Mary reassured Sarah because she	4	reassured	Psychological	StimExp
7350	3675	unexpected	John reassured Sarah because she	4	reassured	Psychological	StimExp
7351	3676	expected	Mary reassured Sarah because she	4	reassured	Psychological	StimExp
7352	3676	unexpected	David reassured Sarah because she	4	reassured	Psychological	StimExp
7353	3677	expected	Sarah reassured John because she	4	reassured	Psychological	StimExp
7354	3677	unexpected	David reassured John because she	4	reassured	Psychological	StimExp
7355	3678	expected	Sarah reassured David because she	4	reassured	Psychological	StimExp
7356	3678	unexpected	John reassured David because she	4	reassured	Psychological	StimExp
7357	3679	expected	Sarah reassured Mary because she	4	reassured	Psychological	StimExp
7358	3679	unexpected	John reassured Mary because she	4	reassured	Psychological	StimExp
7359	3680	expected	Sarah reassured Mary because she	4	reassured	Psychological	StimExp
7360	3680	unexpected	David reassured Mary because she	4	reassured	Psychological	StimExp
7361	3681	expected	John rebuked David because he	4	rebuked	Activity	AgEvo
7362	3681	unexpected	John rebuked Mary because he	4	rebuked	Activity	AgEvo
7363	3682	expected	John rebuked David because he	4	rebuked	Activity	AgEvo
7364	3682	unexpected	John rebuked Sarah because he	4	rebuked	Activity	AgEvo
7365	3683	expected	John rebuked Mary because she	4	rebuked	Activity	AgEvo
7366	3683	unexpected	John rebuked David because she	4	rebuked	Activity	AgEvo
7367	3684	expected	John rebuked Sarah because she	4	rebuked	Activity	AgEvo
7368	3684	unexpected	John rebuked David because she	4	rebuked	Activity	AgEvo
7369	3685	expected	David rebuked John because he	4	rebuked	Activity	AgEvo
7370	3685	unexpected	David rebuked Mary because he	4	rebuked	Activity	AgEvo
7371	3686	expected	David rebuked John because he	4	rebuked	Activity	AgEvo
7372	3686	unexpected	David rebuked Sarah because he	4	rebuked	Activity	AgEvo
7373	3687	expected	David rebuked Mary because she	4	rebuked	Activity	AgEvo
7374	3687	unexpected	David rebuked John because she	4	rebuked	Activity	AgEvo
7375	3688	expected	David rebuked Sarah because she	4	rebuked	Activity	AgEvo
7376	3688	unexpected	David rebuked John because she	4	rebuked	Activity	AgEvo
7377	3689	expected	Mary rebuked John because he	4	rebuked	Activity	AgEvo
7378	3689	unexpected	Mary rebuked Sarah because he	4	rebuked	Activity	AgEvo
7379	3690	expected	Mary rebuked David because he	4	rebuked	Activity	AgEvo
7380	3690	unexpected	Mary rebuked Sarah because he	4	rebuked	Activity	AgEvo
7381	3691	expected	Mary rebuked Sarah because she	4	rebuked	Activity	AgEvo
7382	3691	unexpected	Mary rebuked John because she	4	rebuked	Activity	AgEvo
7383	3692	expected	Mary rebuked Sarah because she	4	rebuked	Activity	AgEvo
7384	3692	unexpected	Mary rebuked David because she	4	rebuked	Activity	AgEvo
7385	3693	expected	Sarah rebuked John because he	4	rebuked	Activity	AgEvo
7386	3693	unexpected	Sarah rebuked Mary because he	4	rebuked	Activity	AgEvo
7387	3694	expected	Sarah rebuked David because he	4	rebuked	Activity	AgEvo
7388	3694	unexpected	Sarah rebuked Mary because he	4	rebuked	Activity	AgEvo
7389	3695	expected	Sarah rebuked Mary because she	4	rebuked	Activity	AgEvo
7390	3695	unexpected	Sarah rebuked John because she	4	rebuked	Activity	AgEvo
7391	3696	expected	Sarah rebuked Mary because she	4	rebuked	Activity	AgEvo
7392	3696	unexpected	Sarah rebuked David because she	4	rebuked	Activity	AgEvo
7393	3697	expected	John recompensed David because he	4	recompensed	Activity	AgEvo
7394	3697	unexpected	John recompensed Mary because he	4	recompensed	Activity	AgEvo
7395	3698	expected	John recompensed David because he	4	recompensed	Activity	AgEvo
7396	3698	unexpected	John recompensed Sarah because he	4	recompensed	Activity	AgEvo
7397	3699	expected	John recompensed Mary because she	4	recompensed	Activity	AgEvo
7398	3699	unexpected	John recompensed David because she	4	recompensed	Activity	AgEvo
7399	3700	expected	John recompensed Sarah because she	4	recompensed	Activity	AgEvo
7400	3700	unexpected	John recompensed David because she	4	recompensed	Activity	AgEvo
7401	3701	expected	David recompensed John because he	4	recompensed	Activity	AgEvo
7402	3701	unexpected	David recompensed Mary because he	4	recompensed	Activity	AgEvo
7403	3702	expected	David recompensed John because he	4	recompensed	Activity	AgEvo
7404	3702	unexpected	David recompensed Sarah because he	4	recompensed	Activity	AgEvo
7405	3703	expected	David recompensed Mary because she	4	recompensed	Activity	AgEvo
7406	3703	unexpected	David recompensed John because she	4	recompensed	Activity	AgEvo
7407	3704	expected	David recompensed Sarah because she	4	recompensed	Activity	AgEvo
7408	3704	unexpected	David recompensed John because she	4	recompensed	Activity	AgEvo
7409	3705	expected	Mary recompensed John because he	4	recompensed	Activity	AgEvo
7410	3705	unexpected	Mary recompensed Sarah because he	4	recompensed	Activity	AgEvo
7411	3706	expected	Mary recompensed David because he	4	recompensed	Activity	AgEvo
7412	3706	unexpected	Mary recompensed Sarah because he	4	recompensed	Activity	AgEvo
7413	3707	expected	Mary recompensed Sarah because she	4	recompensed	Activity	AgEvo
7414	3707	unexpected	Mary recompensed John because she	4	recompensed	Activity	AgEvo
7415	3708	expected	Mary recompensed Sarah because she	4	recompensed	Activity	AgEvo
7416	3708	unexpected	Mary recompensed David because she	4	recompensed	Activity	AgEvo
7417	3709	expected	Sarah recompensed John because he	4	recompensed	Activity	AgEvo
7418	3709	unexpected	Sarah recompensed Mary because he	4	recompensed	Activity	AgEvo
7419	3710	expected	Sarah recompensed David because he	4	recompensed	Activity	AgEvo
7420	3710	unexpected	Sarah recompensed Mary because he	4	recompensed	Activity	AgEvo
7421	3711	expected	Sarah recompensed Mary because she	4	recompensed	Activity	AgEvo
7422	3711	unexpected	Sarah recompensed John because she	4	recompensed	Activity	AgEvo
7423	3712	expected	Sarah recompensed Mary because she	4	recompensed	Activity	AgEvo
7424	3712	unexpected	Sarah recompensed David because she	4	recompensed	Activity	AgEvo
7425	3713	expected	John relaxed David because he	4	relaxed	Psychological	StimExp
7426	3713	unexpected	Mary relaxed David because he	4	relaxed	Psychological	StimExp
7427	3714	expected	John relaxed David because he	4	relaxed	Psychological	StimExp
7428	3714	unexpected	Sarah relaxed David because he	4	relaxed	Psychological	StimExp
7429	3715	expected	John relaxed Mary because he	4	relaxed	Psychological	StimExp
7430	3715	unexpected	Sarah relaxed Mary because he	4	relaxed	Psychological	StimExp
7431	3716	expected	John relaxed Sarah because he	4	relaxed	Psychological	StimExp
7432	3716	unexpected	Mary relaxed Sarah because he	4	relaxed	Psychological	StimExp
7433	3717	expected	David relaxed John because he	4	relaxed	Psychological	StimExp
7434	3717	unexpected	Mary relaxed John because he	4	relaxed	Psychological	StimExp
7435	3718	expected	David relaxed John because he	4	relaxed	Psychological	StimExp
7436	3718	unexpected	Sarah relaxed John because he	4	relaxed	Psychological	StimExp
7437	3719	expected	David relaxed Mary because he	4	relaxed	Psychological	StimExp
7438	3719	unexpected	Sarah relaxed Mary because he	4	relaxed	Psychological	StimExp
7439	3720	expected	David relaxed Sarah because he	4	relaxed	Psychological	StimExp
7440	3720	unexpected	Mary relaxed Sarah because he	4	relaxed	Psychological	StimExp
7441	3721	expected	Mary relaxed John because she	4	relaxed	Psychological	StimExp
7442	3721	unexpected	David relaxed John because she	4	relaxed	Psychological	StimExp
7443	3722	expected	Mary relaxed David because she	4	relaxed	Psychological	StimExp
7444	3722	unexpected	John relaxed David because she	4	relaxed	Psychological	StimExp
7445	3723	expected	Mary relaxed Sarah because she	4	relaxed	Psychological	StimExp
7446	3723	unexpected	John relaxed Sarah because she	4	relaxed	Psychological	StimExp
7447	3724	expected	Mary relaxed Sarah because she	4	relaxed	Psychological	StimExp
7448	3724	unexpected	David relaxed Sarah because she	4	relaxed	Psychological	StimExp
7449	3725	expected	Sarah relaxed John because she	4	relaxed	Psychological	StimExp
7450	3725	unexpected	David relaxed John because she	4	relaxed	Psychological	StimExp
7451	3726	expected	Sarah relaxed David because she	4	relaxed	Psychological	StimExp
7452	3726	unexpected	John relaxed David because she	4	relaxed	Psychological	StimExp
7453	3727	expected	Sarah relaxed Mary because she	4	relaxed	Psychological	StimExp
7454	3727	unexpected	John relaxed Mary because she	4	relaxed	Psychological	StimExp
7455	3728	expected	Sarah relaxed Mary because she	4	relaxed	Psychological	StimExp
7456	3728	unexpected	David relaxed Mary because she	4	relaxed	Psychological	StimExp
7457	3729	expected	John relished David because he	4	relished	Psychological	ExpStim
7458	3729	unexpected	John relished Mary because he	4	relished	Psychological	ExpStim
7459	3730	expected	John relished David because he	4	relished	Psychological	ExpStim
7460	3730	unexpected	John relished Sarah because he	4	relished	Psychological	ExpStim
7461	3731	expected	John relished Mary because she	4	relished	Psychological	ExpStim
7462	3731	unexpected	John relished David because she	4	relished	Psychological	ExpStim
7463	3732	expected	John relished Sarah because she	4	relished	Psychological	ExpStim
7464	3732	unexpected	John relished David because she	4	relished	Psychological	ExpStim
7465	3733	expected	David relished John because he	4	relished	Psychological	ExpStim
7466	3733	unexpected	David relished Mary because he	4	relished	Psychological	ExpStim
7467	3734	expected	David relished John because he	4	relished	Psychological	ExpStim
7468	3734	unexpected	David relished Sarah because he	4	relished	Psychological	ExpStim
7469	3735	expected	David relished Mary because she	4	relished	Psychological	ExpStim
7470	3735	unexpected	David relished John because she	4	relished	Psychological	ExpStim
7471	3736	expected	David relished Sarah because she	4	relished	Psychological	ExpStim
7472	3736	unexpected	David relished John because she	4	relished	Psychological	ExpStim
7473	3737	expected	Mary relished John because he	4	relished	Psychological	ExpStim
7474	3737	unexpected	Mary relished Sarah because he	4	relished	Psychological	ExpStim
7475	3738	expected	Mary relished David because he	4	relished	Psychological	ExpStim
7476	3738	unexpected	Mary relished Sarah because he	4	relished	Psychological	ExpStim
7477	3739	expected	Mary relished Sarah because she	4	relished	Psychological	ExpStim
7478	3739	unexpected	Mary relished John because she	4	relished	Psychological	ExpStim
7479	3740	expected	Mary relished Sarah because she	4	relished	Psychological	ExpStim
7480	3740	unexpected	Mary relished David because she	4	relished	Psychological	ExpStim
7481	3741	expected	Sarah relished John because he	4	relished	Psychological	ExpStim
7482	3741	unexpected	Sarah relished Mary because he	4	relished	Psychological	ExpStim
7483	3742	expected	Sarah relished David because he	4	relished	Psychological	ExpStim
7484	3742	unexpected	Sarah relished Mary because he	4	relished	Psychological	ExpStim
7485	3743	expected	Sarah relished Mary because she	4	relished	Psychological	ExpStim
7486	3743	unexpected	Sarah relished John because she	4	relished	Psychological	ExpStim
7487	3744	expected	Sarah relished Mary because she	4	relished	Psychological	ExpStim
7488	3744	unexpected	Sarah relished David because she	4	relished	Psychological	ExpStim
7489	3745	expected	John remunerated David because he	4	remunerated	Activity	AgP
7490	3745	unexpected	Mary remunerated David because he	4	remunerated	Activity	AgP
7491	3746	expected	John remunerated David because he	4	remunerated	Activity	AgP
7492	3746	unexpected	Sarah remunerated David because he	4	remunerated	Activity	AgP
7493	3747	expected	John remunerated Mary because he	4	remunerated	Activity	AgP
7494	3747	unexpected	Sarah remunerated Mary because he	4	remunerated	Activity	AgP
7495	3748	expected	John remunerated Sarah because he	4	remunerated	Activity	AgP
7496	3748	unexpected	Mary remunerated Sarah because he	4	remunerated	Activity	AgP
7497	3749	expected	David remunerated John because he	4	remunerated	Activity	AgP
7498	3749	unexpected	Mary remunerated John because he	4	remunerated	Activity	AgP
7499	3750	expected	David remunerated John because he	4	remunerated	Activity	AgP
7500	3750	unexpected	Sarah remunerated John because he	4	remunerated	Activity	AgP
7501	3751	expected	David remunerated Mary because he	4	remunerated	Activity	AgP
7502	3751	unexpected	Sarah remunerated Mary because he	4	remunerated	Activity	AgP
7503	3752	expected	David remunerated Sarah because he	4	remunerated	Activity	AgP
7504	3752	unexpected	Mary remunerated Sarah because he	4	remunerated	Activity	AgP
7505	3753	expected	Mary remunerated John because she	4	remunerated	Activity	AgP
7506	3753	unexpected	David remunerated John because she	4	remunerated	Activity	AgP
7507	3754	expected	Mary remunerated David because she	4	remunerated	Activity	AgP
7508	3754	unexpected	John remunerated David because she	4	remunerated	Activity	AgP
7509	3755	expected	Mary remunerated Sarah because she	4	remunerated	Activity	AgP
7510	3755	unexpected	John remunerated Sarah because she	4	remunerated	Activity	AgP
7511	3756	expected	Mary remunerated Sarah because she	4	remunerated	Activity	AgP
7512	3756	unexpected	David remunerated Sarah because she	4	remunerated	Activity	AgP
7513	3757	expected	Sarah remunerated John because she	4	remunerated	Activity	AgP
7514	3757	unexpected	David remunerated John because she	4	remunerated	Activity	AgP
7515	3758	expected	Sarah remunerated David because she	4	remunerated	Activity	AgP
7516	3758	unexpected	John remunerated David because she	4	remunerated	Activity	AgP
7517	3759	expected	Sarah remunerated Mary because she	4	remunerated	Activity	AgP
7518	3759	unexpected	John remunerated Mary because she	4	remunerated	Activity	AgP
7519	3760	expected	Sarah remunerated Mary because she	4	remunerated	Activity	AgP
7520	3760	unexpected	David remunerated Mary because she	4	remunerated	Activity	AgP
7521	3761	expected	John repaid David because he	4	repaid	Activity	AgP
7522	3761	unexpected	Mary repaid David because he	4	repaid	Activity	AgP
7523	3762	expected	John repaid David because he	4	repaid	Activity	AgP
7524	3762	unexpected	Sarah repaid David because he	4	repaid	Activity	AgP
7525	3763	expected	John repaid Mary because he	4	repaid	Activity	AgP
7526	3763	unexpected	Sarah repaid Mary because he	4	repaid	Activity	AgP
7527	3764	expected	John repaid Sarah because he	4	repaid	Activity	AgP
7528	3764	unexpected	Mary repaid Sarah because he	4	repaid	Activity	AgP
7529	3765	expected	David repaid John because he	4	repaid	Activity	AgP
7530	3765	unexpected	Mary repaid John because he	4	repaid	Activity	AgP
7531	3766	expected	David repaid John because he	4	repaid	Activity	AgP
7532	3766	unexpected	Sarah repaid John because he	4	repaid	Activity	AgP
7533	3767	expected	David repaid Mary because he	4	repaid	Activity	AgP
7534	3767	unexpected	Sarah repaid Mary because he	4	repaid	Activity	AgP
7535	3768	expected	David repaid Sarah because he	4	repaid	Activity	AgP
7536	3768	unexpected	Mary repaid Sarah because he	4	repaid	Activity	AgP
7537	3769	expected	Mary repaid John because she	4	repaid	Activity	AgP
7538	3769	unexpected	David repaid John because she	4	repaid	Activity	AgP
7539	3770	expected	Mary repaid David because she	4	repaid	Activity	AgP
7540	3770	unexpected	John repaid David because she	4	repaid	Activity	AgP
7541	3771	expected	Mary repaid Sarah because she	4	repaid	Activity	AgP
7542	3771	unexpected	John repaid Sarah because she	4	repaid	Activity	AgP
7543	3772	expected	Mary repaid Sarah because she	4	repaid	Activity	AgP
7544	3772	unexpected	David repaid Sarah because she	4	repaid	Activity	AgP
7545	3773	expected	Sarah repaid John because she	4	repaid	Activity	AgP
7546	3773	unexpected	David repaid John because she	4	repaid	Activity	AgP
7547	3774	expected	Sarah repaid David because she	4	repaid	Activity	AgP
7548	3774	unexpected	John repaid David because she	4	repaid	Activity	AgP
7549	3775	expected	Sarah repaid Mary because she	4	repaid	Activity	AgP
7550	3775	unexpected	John repaid Mary because she	4	repaid	Activity	AgP
7551	3776	expected	Sarah repaid Mary because she	4	repaid	Activity	AgP
7552	3776	unexpected	David repaid Mary because she	4	repaid	Activity	AgP
7553	3777	expected	John repelled David because he	4	repelled	Psychological	StimExp
7554	3777	unexpected	Mary repelled David because he	4	repelled	Psychological	StimExp
7555	3778	expected	John repelled David because he	4	repelled	Psychological	StimExp
7556	3778	unexpected	Sarah repelled David because he	4	repelled	Psychological	StimExp
7557	3779	expected	John repelled Mary because he	4	repelled	Psychological	StimExp
7558	3779	unexpected	Sarah repelled Mary because he	4	repelled	Psychological	StimExp
7559	3780	expected	John repelled Sarah because he	4	repelled	Psychological	StimExp
7560	3780	unexpected	Mary repelled Sarah because he	4	repelled	Psychological	StimExp
7561	3781	expected	David repelled John because he	4	repelled	Psychological	StimExp
7562	3781	unexpected	Mary repelled John because he	4	repelled	Psychological	StimExp
7563	3782	expected	David repelled John because he	4	repelled	Psychological	StimExp
7564	3782	unexpected	Sarah repelled John because he	4	repelled	Psychological	StimExp
7565	3783	expected	David repelled Mary because he	4	repelled	Psychological	StimExp
7566	3783	unexpected	Sarah repelled Mary because he	4	repelled	Psychological	StimExp
7567	3784	expected	David repelled Sarah because he	4	repelled	Psychological	StimExp
7568	3784	unexpected	Mary repelled Sarah because he	4	repelled	Psychological	StimExp
7569	3785	expected	Mary repelled John because she	4	repelled	Psychological	StimExp
7570	3785	unexpected	David repelled John because she	4	repelled	Psychological	StimExp
7571	3786	expected	Mary repelled David because she	4	repelled	Psychological	StimExp
7572	3786	unexpected	John repelled David because she	4	repelled	Psychological	StimExp
7573	3787	expected	Mary repelled Sarah because she	4	repelled	Psychological	StimExp
7574	3787	unexpected	John repelled Sarah because she	4	repelled	Psychological	StimExp
7575	3788	expected	Mary repelled Sarah because she	4	repelled	Psychological	StimExp
7576	3788	unexpected	David repelled Sarah because she	4	repelled	Psychological	StimExp
7577	3789	expected	Sarah repelled John because she	4	repelled	Psychological	StimExp
7578	3789	unexpected	David repelled John because she	4	repelled	Psychological	StimExp
7579	3790	expected	Sarah repelled David because she	4	repelled	Psychological	StimExp
7580	3790	unexpected	John repelled David because she	4	repelled	Psychological	StimExp
7581	3791	expected	Sarah repelled Mary because she	4	repelled	Psychological	StimExp
7582	3791	unexpected	John repelled Mary because she	4	repelled	Psychological	StimExp
7583	3792	expected	Sarah repelled Mary because she	4	repelled	Psychological	StimExp
7584	3792	unexpected	David repelled Mary because she	4	repelled	Psychological	StimExp
7585	3793	expected	John reprimanded David because he	4	reprimanded	Activity	AgEvo
7586	3793	unexpected	John reprimanded Mary because he	4	reprimanded	Activity	AgEvo
7587	3794	expected	John reprimanded David because he	4	reprimanded	Activity	AgEvo
7588	3794	unexpected	John reprimanded Sarah because he	4	reprimanded	Activity	AgEvo
7589	3795	expected	John reprimanded Mary because she	4	reprimanded	Activity	AgEvo
7590	3795	unexpected	John reprimanded David because she	4	reprimanded	Activity	AgEvo
7591	3796	expected	John reprimanded Sarah because she	4	reprimanded	Activity	AgEvo
7592	3796	unexpected	John reprimanded David because she	4	reprimanded	Activity	AgEvo
7593	3797	expected	David reprimanded John because he	4	reprimanded	Activity	AgEvo
7594	3797	unexpected	David reprimanded Mary because he	4	reprimanded	Activity	AgEvo
7595	3798	expected	David reprimanded John because he	4	reprimanded	Activity	AgEvo
7596	3798	unexpected	David reprimanded Sarah because he	4	reprimanded	Activity	AgEvo
7597	3799	expected	David reprimanded Mary because she	4	reprimanded	Activity	AgEvo
7598	3799	unexpected	David reprimanded John because she	4	reprimanded	Activity	AgEvo
7599	3800	expected	David reprimanded Sarah because she	4	reprimanded	Activity	AgEvo
7600	3800	unexpected	David reprimanded John because she	4	reprimanded	Activity	AgEvo
7601	3801	expected	Mary reprimanded John because he	4	reprimanded	Activity	AgEvo
7602	3801	unexpected	Mary reprimanded Sarah because he	4	reprimanded	Activity	AgEvo
7603	3802	expected	Mary reprimanded David because he	4	reprimanded	Activity	AgEvo
7604	3802	unexpected	Mary reprimanded Sarah because he	4	reprimanded	Activity	AgEvo
7605	3803	expected	Mary reprimanded Sarah because she	4	reprimanded	Activity	AgEvo
7606	3803	unexpected	Mary reprimanded John because she	4	reprimanded	Activity	AgEvo
7607	3804	expected	Mary reprimanded Sarah because she	4	reprimanded	Activity	AgEvo
7608	3804	unexpected	Mary reprimanded David because she	4	reprimanded	Activity	AgEvo
7609	3805	expected	Sarah reprimanded John because he	4	reprimanded	Activity	AgEvo
7610	3805	unexpected	Sarah reprimanded Mary because he	4	reprimanded	Activity	AgEvo
7611	3806	expected	Sarah reprimanded David because he	4	reprimanded	Activity	AgEvo
7612	3806	unexpected	Sarah reprimanded Mary because he	4	reprimanded	Activity	AgEvo
7613	3807	expected	Sarah reprimanded Mary because she	4	reprimanded	Activity	AgEvo
7614	3807	unexpected	Sarah reprimanded John because she	4	reprimanded	Activity	AgEvo
7615	3808	expected	Sarah reprimanded Mary because she	4	reprimanded	Activity	AgEvo
7616	3808	unexpected	Sarah reprimanded David because she	4	reprimanded	Activity	AgEvo
7617	3809	expected	John reproached David because he	4	reproached	Activity	AgEvo
7618	3809	unexpected	John reproached Mary because he	4	reproached	Activity	AgEvo
7619	3810	expected	John reproached David because he	4	reproached	Activity	AgEvo
7620	3810	unexpected	John reproached Sarah because he	4	reproached	Activity	AgEvo
7621	3811	expected	John reproached Mary because she	4	reproached	Activity	AgEvo
7622	3811	unexpected	John reproached David because she	4	reproached	Activity	AgEvo
7623	3812	expected	John reproached Sarah because she	4	reproached	Activity	AgEvo
7624	3812	unexpected	John reproached David because she	4	reproached	Activity	AgEvo
7625	3813	expected	David reproached John because he	4	reproached	Activity	AgEvo
7626	3813	unexpected	David reproached Mary because he	4	reproached	Activity	AgEvo
7627	3814	expected	David reproached John because he	4	reproached	Activity	AgEvo
7628	3814	unexpected	David reproached Sarah because he	4	reproached	Activity	AgEvo
7629	3815	expected	David reproached Mary because she	4	reproached	Activity	AgEvo
7630	3815	unexpected	David reproached John because she	4	reproached	Activity	AgEvo
7631	3816	expected	David reproached Sarah because she	4	reproached	Activity	AgEvo
7632	3816	unexpected	David reproached John because she	4	reproached	Activity	AgEvo
