sentid	pairid	comparison	sentence	ROI	verb	semantic	semantic_class_detailed
4264	2132	unexpected	Sarah stimulated John because he	4	stimulated	Psychological	StimExp
4265	2133	expected	Mary stimulated Sarah because she	4	stimulated	Psychological	StimExp
4266	2133	unexpected	John stimulated Sarah because she	4	stimulated	Psychological	StimExp
4267	2134	expected	Mary stimulated Sarah because she	4	stimulated	Psychological	StimExp
4268	2134	unexpected	David stimulated Sarah because she	4	stimulated	Psychological	StimExp
4269	2135	expected	Sarah stimulated Mary because she	4	stimulated	Psychological	StimExp
4270	2135	unexpected	John stimulated Mary because she	4	stimulated	Psychological	StimExp
4271	2136	expected	Sarah stimulated Mary because she	4	stimulated	Psychological	StimExp
4272	2136	unexpected	David stimulated Mary because she	4	stimulated	Psychological	StimExp
4273	2137	expected	John struck David because he	4	struck	Activity	AgP
4274	2137	unexpected	Mary struck David because he	4	struck	Activity	AgP
4275	2138	expected	John struck David because he	4	struck	Activity	AgP
4276	2138	unexpected	Sarah struck David because he	4	struck	Activity	AgP
4277	2139	expected	David struck John because he	4	struck	Activity	AgP
4278	2139	unexpected	Mary struck John because he	4	struck	Activity	AgP
4279	2140	expected	David struck John because he	4	struck	Activity	AgP
4280	2140	unexpected	Sarah struck John because he	4	struck	Activity	AgP
4281	2141	expected	Mary struck Sarah because she	4	struck	Activity	AgP
4282	2141	unexpected	John struck Sarah because she	4	struck	Activity	AgP
4283	2142	expected	Mary struck Sarah because she	4	struck	Activity	AgP
4284	2142	unexpected	David struck Sarah because she	4	struck	Activity	AgP
4285	2143	expected	Sarah struck Mary because she	4	struck	Activity	AgP
4286	2143	unexpected	John struck Mary because she	4	struck	Activity	AgP
4287	2144	expected	Sarah struck Mary because she	4	struck	Activity	AgP
4288	2144	unexpected	David struck Mary because she	4	struck	Activity	AgP
4289	2145	expected	David sued John because he	4	sued	Activity	AgEvo
4290	2145	unexpected	David sued Mary because he	4	sued	Activity	AgEvo
4291	2146	expected	David sued John because he	4	sued	Activity	AgEvo
4292	2146	unexpected	David sued Sarah because he	4	sued	Activity	AgEvo
4293	2147	expected	John sued David because he	4	sued	Activity	AgEvo
4294	2147	unexpected	John sued Mary because he	4	sued	Activity	AgEvo
4295	2148	expected	John sued David because he	4	sued	Activity	AgEvo
4296	2148	unexpected	John sued Sarah because he	4	sued	Activity	AgEvo
4297	2149	expected	Sarah sued Mary because she	4	sued	Activity	AgEvo
4298	2149	unexpected	Sarah sued John because she	4	sued	Activity	AgEvo
4299	2150	expected	Sarah sued Mary because she	4	sued	Activity	AgEvo
4300	2150	unexpected	Sarah sued David because she	4	sued	Activity	AgEvo
4301	2151	expected	Mary sued Sarah because she	4	sued	Activity	AgEvo
4302	2151	unexpected	Mary sued John because she	4	sued	Activity	AgEvo
4303	2152	expected	Mary sued Sarah because she	4	sued	Activity	AgEvo
4304	2152	unexpected	Mary sued David because she	4	sued	Activity	AgEvo
4305	2153	expected	David supported John because he	4	supported	Activity	AgEvo
4306	2153	unexpected	David supported Mary because he	4	supported	Activity	AgEvo
4307	2154	expected	David supported John because he	4	supported	Activity	AgEvo
4308	2154	unexpected	David supported Sarah because he	4	supported	Activity	AgEvo
4309	2155	expected	John supported David because he	4	supported	Activity	AgEvo
4310	2155	unexpected	John supported Mary because he	4	supported	Activity	AgEvo
4311	2156	expected	John supported David because he	4	supported	Activity	AgEvo
4312	2156	unexpected	John supported Sarah because he	4	supported	Activity	AgEvo
4313	2157	expected	Sarah supported Mary because she	4	supported	Activity	AgEvo
4314	2157	unexpected	Sarah supported John because she	4	supported	Activity	AgEvo
4315	2158	expected	Sarah supported Mary because she	4	supported	Activity	AgEvo
4316	2158	unexpected	Sarah supported David because she	4	supported	Activity	AgEvo
4317	2159	expected	Mary supported Sarah because she	4	supported	Activity	AgEvo
4318	2159	unexpected	Mary supported John because she	4	supported	Activity	AgEvo
4319	2160	expected	Mary supported Sarah because she	4	supported	Activity	AgEvo
4320	2160	unexpected	Mary supported David because she	4	supported	Activity	AgEvo
4321	2161	expected	John surprised David because he	4	surprised	Psychological	StimExp
4322	2161	unexpected	Mary surprised David because he	4	surprised	Psychological	StimExp
4323	2162	expected	John surprised David because he	4	surprised	Psychological	StimExp
4324	2162	unexpected	Sarah surprised David because he	4	surprised	Psychological	StimExp
4325	2163	expected	David surprised John because he	4	surprised	Psychological	StimExp
4326	2163	unexpected	Mary surprised John because he	4	surprised	Psychological	StimExp
4327	2164	expected	David surprised John because he	4	surprised	Psychological	StimExp
4328	2164	unexpected	Sarah surprised John because he	4	surprised	Psychological	StimExp
4329	2165	expected	Mary surprised Sarah because she	4	surprised	Psychological	StimExp
4330	2165	unexpected	John surprised Sarah because she	4	surprised	Psychological	StimExp
4331	2166	expected	Mary surprised Sarah because she	4	surprised	Psychological	StimExp
4332	2166	unexpected	David surprised Sarah because she	4	surprised	Psychological	StimExp
4333	2167	expected	Sarah surprised Mary because she	4	surprised	Psychological	StimExp
4334	2167	unexpected	John surprised Mary because she	4	surprised	Psychological	StimExp
4335	2168	expected	Sarah surprised Mary because she	4	surprised	Psychological	StimExp
4336	2168	unexpected	David surprised Mary because she	4	surprised	Psychological	StimExp
4337	2169	expected	John tailed David because he	4	tailed	Activity	AgP
4338	2169	unexpected	Mary tailed David because he	4	tailed	Activity	AgP
4339	2170	expected	John tailed David because he	4	tailed	Activity	AgP
4340	2170	unexpected	Sarah tailed David because he	4	tailed	Activity	AgP
4341	2171	expected	David tailed John because he	4	tailed	Activity	AgP
4342	2171	unexpected	Mary tailed John because he	4	tailed	Activity	AgP
4343	2172	expected	David tailed John because he	4	tailed	Activity	AgP
4344	2172	unexpected	Sarah tailed John because he	4	tailed	Activity	AgP
4345	2173	expected	Mary tailed Sarah because she	4	tailed	Activity	AgP
4346	2173	unexpected	John tailed Sarah because she	4	tailed	Activity	AgP
4347	2174	expected	Mary tailed Sarah because she	4	tailed	Activity	AgP
4348	2174	unexpected	David tailed Sarah because she	4	tailed	Activity	AgP
4349	2175	expected	Sarah tailed Mary because she	4	tailed	Activity	AgP
4350	2175	unexpected	John tailed Mary because she	4	tailed	Activity	AgP
4351	2176	expected	Sarah tailed Mary because she	4	tailed	Activity	AgP
4352	2176	unexpected	David tailed Mary because she	4	tailed	Activity	AgP
4353	2177	expected	John tantalized David because he	4	tantalized	Psychological	StimExp
4354	2177	unexpected	Mary tantalized David because he	4	tantalized	Psychological	StimExp
4355	2178	expected	John tantalized David because he	4	tantalized	Psychological	StimExp
4356	2178	unexpected	Sarah tantalized David because he	4	tantalized	Psychological	StimExp
4357	2179	expected	David tantalized John because he	4	tantalized	Psychological	StimExp
4358	2179	unexpected	Mary tantalized John because he	4	tantalized	Psychological	StimExp
4359	2180	expected	David tantalized John because he	4	tantalized	Psychological	StimExp
4360	2180	unexpected	Sarah tantalized John because he	4	tantalized	Psychological	StimExp
4361	2181	expected	Mary tantalized Sarah because she	4	tantalized	Psychological	StimExp
4362	2181	unexpected	John tantalized Sarah because she	4	tantalized	Psychological	StimExp
4363	2182	expected	Mary tantalized Sarah because she	4	tantalized	Psychological	StimExp
4364	2182	unexpected	David tantalized Sarah because she	4	tantalized	Psychological	StimExp
4365	2183	expected	Sarah tantalized Mary because she	4	tantalized	Psychological	StimExp
4366	2183	unexpected	John tantalized Mary because she	4	tantalized	Psychological	StimExp
4367	2184	expected	Sarah tantalized Mary because she	4	tantalized	Psychological	StimExp
4368	2184	unexpected	David tantalized Mary because she	4	tantalized	Psychological	StimExp
4369	2185	expected	John telephoned David because he	4	telephoned	Activity	AgP
4370	2185	unexpected	Mary telephoned David because he	4	telephoned	Activity	AgP
4371	2186	expected	John telephoned David because he	4	telephoned	Activity	AgP
4372	2186	unexpected	Sarah telephoned David because he	4	telephoned	Activity	AgP
4373	2187	expected	David telephoned John because he	4	telephoned	Activity	AgP
4374	2187	unexpected	Mary telephoned John because he	4	telephoned	Activity	AgP
4375	2188	expected	David telephoned John because he	4	telephoned	Activity	AgP
4376	2188	unexpected	Sarah telephoned John because he	4	telephoned	Activity	AgP
4377	2189	expected	Mary telephoned Sarah because she	4	telephoned	Activity	AgP
4378	2189	unexpected	John telephoned Sarah because she	4	telephoned	Activity	AgP
4379	2190	expected	Mary telephoned Sarah because she	4	telephoned	Activity	AgP
4380	2190	unexpected	David telephoned Sarah because she	4	telephoned	Activity	AgP
4381	2191	expected	Sarah telephoned Mary because she	4	telephoned	Activity	AgP
4382	2191	unexpected	John telephoned Mary because she	4	telephoned	Activity	AgP
4383	2192	expected	Sarah telephoned Mary because she	4	telephoned	Activity	AgP
4384	2192	unexpected	David telephoned Mary because she	4	telephoned	Activity	AgP
4385	2193	expected	David thanked John because he	4	thanked	Activity	AgEvo
4386	2193	unexpected	David thanked Mary because he	4	thanked	Activity	AgEvo
4387	2194	expected	David thanked John because he	4	thanked	Activity	AgEvo
4388	2194	unexpected	David thanked Sarah because he	4	thanked	Activity	AgEvo
4389	2195	expected	John thanked David because he	4	thanked	Activity	AgEvo
4390	2195	unexpected	John thanked Mary because he	4	thanked	Activity	AgEvo
4391	2196	expected	John thanked David because he	4	thanked	Activity	AgEvo
4392	2196	unexpected	John thanked Sarah because he	4	thanked	Activity	AgEvo
4393	2197	expected	Sarah thanked Mary because she	4	thanked	Activity	AgEvo
4394	2197	unexpected	Sarah thanked John because she	4	thanked	Activity	AgEvo
4395	2198	expected	Sarah thanked Mary because she	4	thanked	Activity	AgEvo
4396	2198	unexpected	Sarah thanked David because she	4	thanked	Activity	AgEvo
4397	2199	expected	Mary thanked Sarah because she	4	thanked	Activity	AgEvo
4398	2199	unexpected	Mary thanked John because she	4	thanked	Activity	AgEvo
4399	2200	expected	Mary thanked Sarah because she	4	thanked	Activity	AgEvo
4400	2200	unexpected	Mary thanked David because she	4	thanked	Activity	AgEvo
4401	2201	expected	David toasted John because he	4	toasted	Psychological	ExpStim
4402	2201	unexpected	David toasted Mary because he	4	toasted	Psychological	ExpStim
4403	2202	expected	David toasted John because he	4	toasted	Psychological	ExpStim
4404	2202	unexpected	David toasted Sarah because he	4	toasted	Psychological	ExpStim
4405	2203	expected	John toasted David because he	4	toasted	Psychological	ExpStim
4406	2203	unexpected	John toasted Mary because he	4	toasted	Psychological	ExpStim
4407	2204	expected	John toasted David because he	4	toasted	Psychological	ExpStim
4408	2204	unexpected	John toasted Sarah because he	4	toasted	Psychological	ExpStim
4409	2205	expected	Sarah toasted Mary because she	4	toasted	Psychological	ExpStim
4410	2205	unexpected	Sarah toasted John because she	4	toasted	Psychological	ExpStim
4411	2206	expected	Sarah toasted Mary because she	4	toasted	Psychological	ExpStim
4412	2206	unexpected	Sarah toasted David because she	4	toasted	Psychological	ExpStim
4413	2207	expected	Mary toasted Sarah because she	4	toasted	Psychological	ExpStim
4414	2207	unexpected	Mary toasted John because she	4	toasted	Psychological	ExpStim
4415	2208	expected	Mary toasted Sarah because she	4	toasted	Psychological	ExpStim
4416	2208	unexpected	Mary toasted David because she	4	toasted	Psychological	ExpStim
4417	2209	expected	David tolerated John because he	4	tolerated	Psychological	ExpStim
4418	2209	unexpected	David tolerated Mary because he	4	tolerated	Psychological	ExpStim
4419	2210	expected	David tolerated John because he	4	tolerated	Psychological	ExpStim
4420	2210	unexpected	David tolerated Sarah because he	4	tolerated	Psychological	ExpStim
4421	2211	expected	John tolerated David because he	4	tolerated	Psychological	ExpStim
4422	2211	unexpected	John tolerated Mary because he	4	tolerated	Psychological	ExpStim
4423	2212	expected	John tolerated David because he	4	tolerated	Psychological	ExpStim
4424	2212	unexpected	John tolerated Sarah because he	4	tolerated	Psychological	ExpStim
4425	2213	expected	Sarah tolerated Mary because she	4	tolerated	Psychological	ExpStim
4426	2213	unexpected	Sarah tolerated John because she	4	tolerated	Psychological	ExpStim
4427	2214	expected	Sarah tolerated Mary because she	4	tolerated	Psychological	ExpStim
4428	2214	unexpected	Sarah tolerated David because she	4	tolerated	Psychological	ExpStim
4429	2215	expected	Mary tolerated Sarah because she	4	tolerated	Psychological	ExpStim
4430	2215	unexpected	Mary tolerated John because she	4	tolerated	Psychological	ExpStim
4431	2216	expected	Mary tolerated Sarah because she	4	tolerated	Psychological	ExpStim
4432	2216	unexpected	Mary tolerated David because she	4	tolerated	Psychological	ExpStim
4433	2217	expected	John took away David because he	5	took away	Activity	AgP
4434	2217	unexpected	Mary took away David because he	5	took away	Activity	AgP
4435	2218	expected	John took away David because he	5	took away	Activity	AgP
4436	2218	unexpected	Sarah took away David because he	5	took away	Activity	AgP
4437	2219	expected	David took away John because he	5	took away	Activity	AgP
4438	2219	unexpected	Mary took away John because he	5	took away	Activity	AgP
4439	2220	expected	David took away John because he	5	took away	Activity	AgP
4440	2220	unexpected	Sarah took away John because he	5	took away	Activity	AgP
4441	2221	expected	Mary took away Sarah because she	5	took away	Activity	AgP
4442	2221	unexpected	John took away Sarah because she	5	took away	Activity	AgP
4443	2222	expected	Mary took away Sarah because she	5	took away	Activity	AgP
4444	2222	unexpected	David took away Sarah because she	5	took away	Activity	AgP
4445	2223	expected	Sarah took away Mary because she	5	took away	Activity	AgP
4446	2223	unexpected	John took away Mary because she	5	took away	Activity	AgP
4447	2224	expected	Sarah took away Mary because she	5	took away	Activity	AgP
4448	2224	unexpected	David took away Mary because she	5	took away	Activity	AgP
4449	2225	expected	John tormented David because he	4	tormented	Psychological	StimExp
4450	2225	unexpected	Mary tormented David because he	4	tormented	Psychological	StimExp
4451	2226	expected	John tormented David because he	4	tormented	Psychological	StimExp
4452	2226	unexpected	Sarah tormented David because he	4	tormented	Psychological	StimExp
4453	2227	expected	David tormented John because he	4	tormented	Psychological	StimExp
4454	2227	unexpected	Mary tormented John because he	4	tormented	Psychological	StimExp
4455	2228	expected	David tormented John because he	4	tormented	Psychological	StimExp
4456	2228	unexpected	Sarah tormented John because he	4	tormented	Psychological	StimExp
4457	2229	expected	Mary tormented Sarah because she	4	tormented	Psychological	StimExp
4458	2229	unexpected	John tormented Sarah because she	4	tormented	Psychological	StimExp
4459	2230	expected	Mary tormented Sarah because she	4	tormented	Psychological	StimExp
4460	2230	unexpected	David tormented Sarah because she	4	tormented	Psychological	StimExp
4461	2231	expected	Sarah tormented Mary because she	4	tormented	Psychological	StimExp
4462	2231	unexpected	John tormented Mary because she	4	tormented	Psychological	StimExp
4463	2232	expected	Sarah tormented Mary because she	4	tormented	Psychological	StimExp
4464	2232	unexpected	David tormented Mary because she	4	tormented	Psychological	StimExp
4465	2233	expected	John tracked David because he	4	tracked	Activity	AgP
4466	2233	unexpected	Mary tracked David because he	4	tracked	Activity	AgP
4467	2234	expected	John tracked David because he	4	tracked	Activity	AgP
4468	2234	unexpected	Sarah tracked David because he	4	tracked	Activity	AgP
4469	2235	expected	David tracked John because he	4	tracked	Activity	AgP
4470	2235	unexpected	Mary tracked John because he	4	tracked	Activity	AgP
4471	2236	expected	David tracked John because he	4	tracked	Activity	AgP
4472	2236	unexpected	Sarah tracked John because he	4	tracked	Activity	AgP
4473	2237	expected	Mary tracked Sarah because she	4	tracked	Activity	AgP
4474	2237	unexpected	John tracked Sarah because she	4	tracked	Activity	AgP
4475	2238	expected	Mary tracked Sarah because she	4	tracked	Activity	AgP
4476	2238	unexpected	David tracked Sarah because she	4	tracked	Activity	AgP
4477	2239	expected	Sarah tracked Mary because she	4	tracked	Activity	AgP
4478	2239	unexpected	John tracked Mary because she	4	tracked	Activity	AgP
4479	2240	expected	Sarah tracked Mary because she	4	tracked	Activity	AgP
4480	2240	unexpected	David tracked Mary because she	4	tracked	Activity	AgP
4481	2241	expected	John trailed David because he	4	trailed	Activity	AgP
4482	2241	unexpected	Mary trailed David because he	4	trailed	Activity	AgP
4483	2242	expected	John trailed David because he	4	trailed	Activity	AgP
4484	2242	unexpected	Sarah trailed David because he	4	trailed	Activity	AgP
4485	2243	expected	David trailed John because he	4	trailed	Activity	AgP
4486	2243	unexpected	Mary trailed John because he	4	trailed	Activity	AgP
4487	2244	expected	David trailed John because he	4	trailed	Activity	AgP
4488	2244	unexpected	Sarah trailed John because he	4	trailed	Activity	AgP
4489	2245	expected	Mary trailed Sarah because she	4	trailed	Activity	AgP
4490	2245	unexpected	John trailed Sarah because she	4	trailed	Activity	AgP
4491	2246	expected	Mary trailed Sarah because she	4	trailed	Activity	AgP
4492	2246	unexpected	David trailed Sarah because she	4	trailed	Activity	AgP
4493	2247	expected	Sarah trailed Mary because she	4	trailed	Activity	AgP
4494	2247	unexpected	John trailed Mary because she	4	trailed	Activity	AgP
4495	2248	expected	Sarah trailed Mary because she	4	trailed	Activity	AgP
4496	2248	unexpected	David trailed Mary because she	4	trailed	Activity	AgP
4497	2249	expected	David treasured John because he	4	treasured	Psychological	ExpStim
4498	2249	unexpected	David treasured Mary because he	4	treasured	Psychological	ExpStim
4499	2250	expected	David treasured John because he	4	treasured	Psychological	ExpStim
4500	2250	unexpected	David treasured Sarah because he	4	treasured	Psychological	ExpStim
4501	2251	expected	John treasured David because he	4	treasured	Psychological	ExpStim
4502	2251	unexpected	John treasured Mary because he	4	treasured	Psychological	ExpStim
4503	2252	expected	John treasured David because he	4	treasured	Psychological	ExpStim
4504	2252	unexpected	John treasured Sarah because he	4	treasured	Psychological	ExpStim
4505	2253	expected	Sarah treasured Mary because she	4	treasured	Psychological	ExpStim
4506	2253	unexpected	Sarah treasured John because she	4	treasured	Psychological	ExpStim
4507	2254	expected	Sarah treasured Mary because she	4	treasured	Psychological	ExpStim
4508	2254	unexpected	Sarah treasured David because she	4	treasured	Psychological	ExpStim
4509	2255	expected	Mary treasured Sarah because she	4	treasured	Psychological	ExpStim
4510	2255	unexpected	Mary treasured John because she	4	treasured	Psychological	ExpStim
4511	2256	expected	Mary treasured Sarah because she	4	treasured	Psychological	ExpStim
4512	2256	unexpected	Mary treasured David because she	4	treasured	Psychological	ExpStim
4513	2257	expected	John troubled David because he	4	troubled	Psychological	StimExp
4514	2257	unexpected	Mary troubled David because he	4	troubled	Psychological	StimExp
4515	2258	expected	John troubled David because he	4	troubled	Psychological	StimExp
4516	2258	unexpected	Sarah troubled David because he	4	troubled	Psychological	StimExp
4517	2259	expected	David troubled John because he	4	troubled	Psychological	StimExp
4518	2259	unexpected	Mary troubled John because he	4	troubled	Psychological	StimExp
4519	2260	expected	David troubled John because he	4	troubled	Psychological	StimExp
4520	2260	unexpected	Sarah troubled John because he	4	troubled	Psychological	StimExp
4521	2261	expected	Mary troubled Sarah because she	4	troubled	Psychological	StimExp
4522	2261	unexpected	John troubled Sarah because she	4	troubled	Psychological	StimExp
4523	2262	expected	Mary troubled Sarah because she	4	troubled	Psychological	StimExp
4524	2262	unexpected	David troubled Sarah because she	4	troubled	Psychological	StimExp
4525	2263	expected	Sarah troubled Mary because she	4	troubled	Psychological	StimExp
4526	2263	unexpected	John troubled Mary because she	4	troubled	Psychological	StimExp
4527	2264	expected	Sarah troubled Mary because she	4	troubled	Psychological	StimExp
4528	2264	unexpected	David troubled Mary because she	4	troubled	Psychological	StimExp
4529	2265	expected	David trusted John because he	4	trusted	Psychological	ExpStim
4530	2265	unexpected	David trusted Mary because he	4	trusted	Psychological	ExpStim
4531	2266	expected	David trusted John because he	4	trusted	Psychological	ExpStim
4532	2266	unexpected	David trusted Sarah because he	4	trusted	Psychological	ExpStim
4533	2267	expected	John trusted David because he	4	trusted	Psychological	ExpStim
4534	2267	unexpected	John trusted Mary because he	4	trusted	Psychological	ExpStim
4535	2268	expected	John trusted David because he	4	trusted	Psychological	ExpStim
4536	2268	unexpected	John trusted Sarah because he	4	trusted	Psychological	ExpStim
4537	2269	expected	Sarah trusted Mary because she	4	trusted	Psychological	ExpStim
4538	2269	unexpected	Sarah trusted John because she	4	trusted	Psychological	ExpStim
4539	2270	expected	Sarah trusted Mary because she	4	trusted	Psychological	ExpStim
4540	2270	unexpected	Sarah trusted David because she	4	trusted	Psychological	ExpStim
4541	2271	expected	Mary trusted Sarah because she	4	trusted	Psychological	ExpStim
4542	2271	unexpected	Mary trusted John because she	4	trusted	Psychological	ExpStim
4543	2272	expected	Mary trusted Sarah because she	4	trusted	Psychological	ExpStim
4544	2272	unexpected	Mary trusted David because she	4	trusted	Psychological	ExpStim
4545	2273	expected	John unnerved David because he	4	unnerved	Psychological	StimExp
4546	2273	unexpected	Mary unnerved David because he	4	unnerved	Psychological	StimExp
4547	2274	expected	John unnerved David because he	4	unnerved	Psychological	StimExp
4548	2274	unexpected	Sarah unnerved David because he	4	unnerved	Psychological	StimExp
4549	2275	expected	David unnerved John because he	4	unnerved	Psychological	StimExp
4550	2275	unexpected	Mary unnerved John because he	4	unnerved	Psychological	StimExp
4551	2276	expected	David unnerved John because he	4	unnerved	Psychological	StimExp
4552	2276	unexpected	Sarah unnerved John because he	4	unnerved	Psychological	StimExp
4553	2277	expected	Mary unnerved Sarah because she	4	unnerved	Psychological	StimExp
4554	2277	unexpected	John unnerved Sarah because she	4	unnerved	Psychological	StimExp
4555	2278	expected	Mary unnerved Sarah because she	4	unnerved	Psychological	StimExp
4556	2278	unexpected	David unnerved Sarah because she	4	unnerved	Psychological	StimExp
4557	2279	expected	Sarah unnerved Mary because she	4	unnerved	Psychological	StimExp
4558	2279	unexpected	John unnerved Mary because she	4	unnerved	Psychological	StimExp
4559	2280	expected	Sarah unnerved Mary because she	4	unnerved	Psychological	StimExp
4560	2280	unexpected	David unnerved Mary because she	4	unnerved	Psychological	StimExp
4561	2281	expected	John unsettled David because he	4	unsettled	Psychological	StimExp
4562	2281	unexpected	Mary unsettled David because he	4	unsettled	Psychological	StimExp
4563	2282	expected	John unsettled David because he	4	unsettled	Psychological	StimExp
4564	2282	unexpected	Sarah unsettled David because he	4	unsettled	Psychological	StimExp
4565	2283	expected	David unsettled John because he	4	unsettled	Psychological	StimExp
4566	2283	unexpected	Mary unsettled John because he	4	unsettled	Psychological	StimExp
4567	2284	expected	David unsettled John because he	4	unsettled	Psychological	StimExp
4568	2284	unexpected	Sarah unsettled John because he	4	unsettled	Psychological	StimExp
4569	2285	expected	Mary unsettled Sarah because she	4	unsettled	Psychological	StimExp
4570	2285	unexpected	John unsettled Sarah because she	4	unsettled	Psychological	StimExp
4571	2286	expected	Mary unsettled Sarah because she	4	unsettled	Psychological	StimExp
4572	2286	unexpected	David unsettled Sarah because she	4	unsettled	Psychological	StimExp
4573	2287	expected	Sarah unsettled Mary because she	4	unsettled	Psychological	StimExp
4574	2287	unexpected	John unsettled Mary because she	4	unsettled	Psychological	StimExp
4575	2288	expected	Sarah unsettled Mary because she	4	unsettled	Psychological	StimExp
4576	2288	unexpected	David unsettled Mary because she	4	unsettled	Psychological	StimExp
4577	2289	expected	John uplifted David because he	4	uplifted	Psychological	StimExp
4578	2289	unexpected	Mary uplifted David because he	4	uplifted	Psychological	StimExp
4579	2290	expected	John uplifted David because he	4	uplifted	Psychological	StimExp
4580	2290	unexpected	Sarah uplifted David because he	4	uplifted	Psychological	StimExp
4581	2291	expected	David uplifted John because he	4	uplifted	Psychological	StimExp
4582	2291	unexpected	Mary uplifted John because he	4	uplifted	Psychological	StimExp
4583	2292	expected	David uplifted John because he	4	uplifted	Psychological	StimExp
4584	2292	unexpected	Sarah uplifted John because he	4	uplifted	Psychological	StimExp
4585	2293	expected	Mary uplifted Sarah because she	4	uplifted	Psychological	StimExp
4586	2293	unexpected	John uplifted Sarah because she	4	uplifted	Psychological	StimExp
4587	2294	expected	Mary uplifted Sarah because she	4	uplifted	Psychological	StimExp
4588	2294	unexpected	David uplifted Sarah because she	4	uplifted	Psychological	StimExp
4589	2295	expected	Sarah uplifted Mary because she	4	uplifted	Psychological	StimExp
4590	2295	unexpected	John uplifted Mary because she	4	uplifted	Psychological	StimExp
4591	2296	expected	Sarah uplifted Mary because she	4	uplifted	Psychological	StimExp
4592	2296	unexpected	David uplifted Mary because she	4	uplifted	Psychological	StimExp
4593	2297	expected	John upset David because he	4	upset	Psychological	StimExp
4594	2297	unexpected	Mary upset David because he	4	upset	Psychological	StimExp
4595	2298	expected	John upset David because he	4	upset	Psychological	StimExp
4596	2298	unexpected	Sarah upset David because he	4	upset	Psychological	StimExp
4597	2299	expected	David upset John because he	4	upset	Psychological	StimExp
4598	2299	unexpected	Mary upset John because he	4	upset	Psychological	StimExp
4599	2300	expected	David upset John because he	4	upset	Psychological	StimExp
4600	2300	unexpected	Sarah upset John because he	4	upset	Psychological	StimExp
4601	2301	expected	Mary upset Sarah because she	4	upset	Psychological	StimExp
4602	2301	unexpected	John upset Sarah because she	4	upset	Psychological	StimExp
4603	2302	expected	Mary upset Sarah because she	4	upset	Psychological	StimExp
4604	2302	unexpected	David upset Sarah because she	4	upset	Psychological	StimExp
4605	2303	expected	Sarah upset Mary because she	4	upset	Psychological	StimExp
4606	2303	unexpected	John upset Mary because she	4	upset	Psychological	StimExp
4607	2304	expected	Sarah upset Mary because she	4	upset	Psychological	StimExp
4608	2304	unexpected	David upset Mary because she	4	upset	Psychological	StimExp
4609	2305	expected	David valued John because he	4	valued	Psychological	ExpStim
4610	2305	unexpected	David valued Mary because he	4	valued	Psychological	ExpStim
4611	2306	expected	David valued John because he	4	valued	Psychological	ExpStim
4612	2306	unexpected	David valued Sarah because he	4	valued	Psychological	ExpStim
4613	2307	expected	John valued David because he	4	valued	Psychological	ExpStim
4614	2307	unexpected	John valued Mary because he	4	valued	Psychological	ExpStim
4615	2308	expected	John valued David because he	4	valued	Psychological	ExpStim
4616	2308	unexpected	John valued Sarah because he	4	valued	Psychological	ExpStim
4617	2309	expected	Sarah valued Mary because she	4	valued	Psychological	ExpStim
4618	2309	unexpected	Sarah valued John because she	4	valued	Psychological	ExpStim
4619	2310	expected	Sarah valued Mary because she	4	valued	Psychological	ExpStim
4620	2310	unexpected	Sarah valued David because she	4	valued	Psychological	ExpStim
4621	2311	expected	Mary valued Sarah because she	4	valued	Psychological	ExpStim
4622	2311	unexpected	Mary valued John because she	4	valued	Psychological	ExpStim
4623	2312	expected	Mary valued Sarah because she	4	valued	Psychological	ExpStim
4624	2312	unexpected	Mary valued David because she	4	valued	Psychological	ExpStim
4625	2313	expected	David venerated John because he	4	venerated	Psychological	ExpStim
4626	2313	unexpected	David venerated Mary because he	4	venerated	Psychological	ExpStim
4627	2314	expected	David venerated John because he	4	venerated	Psychological	ExpStim
4628	2314	unexpected	David venerated Sarah because he	4	venerated	Psychological	ExpStim
4629	2315	expected	John venerated David because he	4	venerated	Psychological	ExpStim
4630	2315	unexpected	John venerated Mary because he	4	venerated	Psychological	ExpStim
4631	2316	expected	John venerated David because he	4	venerated	Psychological	ExpStim
4632	2316	unexpected	John venerated Sarah because he	4	venerated	Psychological	ExpStim
4633	2317	expected	Sarah venerated Mary because she	4	venerated	Psychological	ExpStim
4634	2317	unexpected	Sarah venerated John because she	4	venerated	Psychological	ExpStim
4635	2318	expected	Sarah venerated Mary because she	4	venerated	Psychological	ExpStim
4636	2318	unexpected	Sarah venerated David because she	4	venerated	Psychological	ExpStim
4637	2319	expected	Mary venerated Sarah because she	4	venerated	Psychological	ExpStim
4638	2319	unexpected	Mary venerated John because she	4	venerated	Psychological	ExpStim
4639	2320	expected	Mary venerated Sarah because she	4	venerated	Psychological	ExpStim
4640	2320	unexpected	Mary venerated David because she	4	venerated	Psychological	ExpStim
4641	2321	expected	John vexed David because he	4	vexed	Psychological	StimExp
4642	2321	unexpected	Mary vexed David because he	4	vexed	Psychological	StimExp
4643	2322	expected	John vexed David because he	4	vexed	Psychological	StimExp
4644	2322	unexpected	Sarah vexed David because he	4	vexed	Psychological	StimExp
4645	2323	expected	David vexed John because he	4	vexed	Psychological	StimExp
4646	2323	unexpected	Mary vexed John because he	4	vexed	Psychological	StimExp
4647	2324	expected	David vexed John because he	4	vexed	Psychological	StimExp
